id,title,authors,publishedDate,categories,description,averageRating,ratingsCount,source_query
JSOvEAAAQBAJ,Little Black Sambo,Helen Bannerman,2016-08-11,Fiction,"The Story of Little Black Sambo is a children's book written and illustrated by Scottish author Helen Bannerman, and first published by Grant Richards in October 1899 as one in a series of small-format books called The Dumpy Books for Children. The story was a children's favorite for more than half a century but would become a victim of allegations of racism in the mid-20th century. Critics of the time observed that Bannerman presents one of the first black heroes in children's literature and regarded the book as positively portraying black characters in both the text and pictures, especially in comparison to the more negative books of that era that depicted blacks as simple and uncivilized. Both text and illustrations have undergone considerable revision since.",,,subject:fiction
jx0ZEAAAQBAJ,The Wind in the Willows,Kenneth Grahame,2015-10-30T23:56:40Z,Fiction,"The Wind in the Willows, the story of four animals and their adventures in the idyllic English countryside, started out as bedtime stories Grahame would tell his son. He eventually started writing them down, and finally produced this much-loved childrens classic. In continuous print since 1908, The Wind in the Willows has been illustrated countless times and adapted to stage, radio, and screen. This book is part of the Standard Ebooks project, which produces free public domain ebooks.",,,subject:fiction
3iY6PgAACAAJ,Peter Camenzind,Hermann Hesse,1989-09-05,German fiction,"In his first successful novel, Hermann Hesse relates the story of Peter Camenzind, from his childhood in a remote mountain village to student life in Zurich.",,,subject:fiction
BcCevp5-L6oC,The Swineherd,Hans Christian Andersen,1995,Fiction,A prince disguises himself as a swineherd and learns the true character of the princess he desires.,,,subject:fiction
aLPqDwAAQBAJ,Difficult Loves,Italo Calvino,2017-08-29,Fiction,"The author of Invisible Cities explores love and war ""with enormous realist dignity"" in this collection of "" wondrous work from [his] early career"" ( Kirkus, starred review). In this short story collection, one of Italy's greatest storytellers explores the interior lives of characters just as their most cherished illusions of love are suddenly swept away. A soldier is reduced to quivering fear by the presence of a full-figured woman in his train compartment; a young clerk leaves a lady's bed at dawn; a young woman is isolated from bathers on a beach by the loss of her bikini bottom. Confronted with a jarring moment of recognition, each of these characters discovers hidden truths beneath the surface of everyday life. This is the first edition in English to present these fifteen short stories together as Calvino originally envisioned them. It also includes two stories newly translated by Ann Goldstein.",,,subject:fiction
svtYzgEACAAJ,Don Quixote Annotated,Migue D Cervantes,2021-02-06,,"""The Ingenious Gentleman Don Quixote of is a Spanish novel by Miguel de Cervantes. Published in two parts, in 1605 and 1615, Don Quixote is the most influential work of literature from the Spanish Golden Age and the entire Spanish literary canon. A founding work of Western literature, it is often labeled """"the first modern novel and is sometimes considered the best literary work ever written.The plot revolves around the adventures of a noble from La Mancha named Alonso Quixano, who reads so many chivalric romances that he loses his mind and decides to become a knight errant (caballero andante) to revive chivalry and serve his nation, under the name Don Quixote de la Mancha. He recruits a simple farmer, Sancho Panza, as his squire, who often employs a unique, earthy wit in dealing with Don Quixote's rhetorical monologues on knighthood, already considered old-fashioned at the time. Don Quixote, in the first part of the book, does not see the world for what it is and prefers to imagine that he is living out a knightly story.""",,,subject:fiction
mM_otAEACAAJ,"The Ingenious Knight, Don Quixote de la Mancha;","Juan Antonio Pellicer y. Pilares, Diego Clemencin, John Bowle",2018-02-16,Fiction,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,,subject:fiction
SHDXjwEACAAJ,"The Ingenious Gentleman Don Quixote of La Mancha, Volume 2",John Ormsby,2015-08-31,,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",,,subject:fiction
BfxUzQEACAAJ,Don Quixote,Cervantes,2020-02-14,Fiction,"This title is collected from the Guardiand's, ""the 100 greatest novels of all time"" list. iBoo Press House uses state-of-the-art technology to digitally reconstruct the work. We preserve the original format whilst repairing imperfections present in the aged copy.",,,subject:fiction
J7BjzgEACAAJ,The Adventures of Huckleberry Finn Annotated,Mark Twain,2021-04-03,,"Adventures of Huckleberry Finn (often shortened to Huck Finn) is a novel written by American humorist Mark Twain. It is commonly used and accounted as one of the first Great American Novels. It is also one of the first major American novels written using Local Color Regionalism, or vernacular, told in the first person by the eponymous Huckleberry ""Huck"" Finn, best friend of Tom Sawyer and hero of three other Mark Twain books. The book is noted for its colorful description of people and places along the Mississippi River. By satirizing Southern antebellum society that was already a quarter-century in the past by the time of publication, the book is an often scathing look at entrenched attitudes, particularly racism. The drifting journey of Huck and his friend Jim, a runaway slave, down the Mississippi River on their raft may be one of the most enduring images of escape and freedom in all of American literature.",,,subject:fiction
